sample_id,Al2O3,SiO2,Li2O,ZrO2,P2O5,Na2O,TiO2,K2O,MgO,ZnO,BaO,CaO,SnO2,Fe2O3,As2O3,Sb2O3,B2O3,SrO,Ta2O5,Nd2O3,V2O5,CeO2,CoO,Cl,MnO2,MoO3,F,La2O3,Cr2O3,T_nucleation,t1,T_crystal,t2,¦Â?quartz s.s,¦Â?spodumene,Li2Si2O5(LD),Petalite,Li2SiO3(LM),Keatite,LiAlSi3O8,LiAlSi2O6,KMK,Cristobalite,Li4SiO4,Mullite,Tridymite
34,26.59331463475169,55.83514352296215,1.968842042377107,3.3829863406641443,3.3123999270799254,0.4254128660005755,1.4253321487481692,0.6465616646862572,0.3320114739299748,0.2234000962017866,1.0524129516597007,0,0,0,0,4.80218233093854,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1160,1,1,1,0,0,0,0,0,0,0,0,0,0,0
35,26.59331463475169,55.83514352296215,1.968842042377107,3.3829863406641443,3.3123999270799254,0.4254128660005755,1.4253321487481692,0.6465616646862572,0.3320114739299748,0.2234000962017866,1.0524129516597007,0,0,0,0,4.80218233093854,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1160,1,0,1,0,0,0,0,0,0,0,0,0,0,0
36,23.89199778243798,57.05883017814103,2.0593222651883285,3.9064543901470112,1.1738963948627763,0.5125975662504924,1.4312014064040788,0.2596896350478455,0.1666893182926536,0.4486400340518723,5.0723836613867705,0,0,0,0,4.018297367789167,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1160,1,1,1,0,0,0,0,0,0,0,0,0,0,0
37,23.89199778243798,57.05883017814103,2.0593222651883285,3.9064543901470112,1.1738963948627763,0.5125975662504924,1.4312014064040788,0.2596896350478455,0.1666893182926536,0.4486400340518723,5.0723836613867705,0,0,0,0,4.018297367789167,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1160,1,0,1,0,0,0,0,0,0,0,0,0,0,0
38,31.10941634052152,54.5790007615423,1.7326053305750673,3.912720296399547,2.743485058253292,0.4278498055278362,2.0951110531870194,0.3901592611880172,0.2782611432853675,0,0,0,0,0,2.7313909495200748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1160,1,1,1,0,0,0,0,0,0,0,0,0,0,0
39,31.10941634052152,54.5790007615423,1.7326053305750673,3.912720296399547,2.743485058253292,0.4278498055278362,2.0951110531870194,0.3901592611880172,0.2782611432853675,0,0,0,0,0,2.7313909495200748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1160,1,0,1,0,0,0,0,0,0,0,0,0,0,0
40,30.712199579221465,53.88211549438755,1.71048277223167,3.862761207903746,2.708455206275805,0.4223868578397673,2.068359885051895,0.3851775605857317,0.274708200056809,0,0,0,0,0,0,3.9733532364455946,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1160,1,1,1,0,0,0,0,0,0,0,0,0,0,0
41,30.712199579221465,53.88211549438755,1.71048277223167,3.862761207903746,2.708455206275805,0.4223868578397673,2.068359885051895,0.3851775605857317,0.274708200056809,0,0,0,0,0,0,3.9733532364455946,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1160,1,0,1,0,0,0,0,0,0,0,0,0,0,0
42,29.949101267942137,51.01740052503588,1.7553533658024931,3.4548706009019776,1.705605536295221,0.413764153631338,1.8128584387192463,0.7546289113663512,0,0.4345658493834395,6.755731214319686,0,0,0,0,1.946120136602253,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,900,3,1,0,0,0,0,0,0,0,0,0,0,0,0
43,30.060190871330366,51.93126059102705,1.801906837154981,2.97230201438068,1.711932104857952,0.2491793524472684,0.5351714230387042,0.7574280413208355,0.1620590464206097,0.5452222197653609,6.164354648392977,0,0,0,1.0605064663475874,1.9533388411699395,0,0,0,0,0,0,0,0.0951475423456817,0,0,0,0,0,780,2,900,3,1,0,0,0,0,0,0,0,0,0,0,0,0
44,29.2224475498993,55.51189575913115,1.6719832261218517,2.6907209079927457,1.9371902170938688,0,1.5260866260039607,0,0.2750744598106729,0.2221067605536538,2.0926403831689653,0,0.8227531002345131,0,0,3.978650782634948,0,0,0,0,0,0,0,0.0484502273543978,0,0,0,0,0,780,2,900,3,1,0,0,0,0,0,0,0,0,0,0,0,0
45,28.17326135899203,55.41963793150614,1.6019776034919844,2.032701887573704,0,0.5964318839898332,2.5253568782744744,0.9064840831210434,0.332487473981886,0,4.426471479775467,0,0.6215478442546519,0,1.3598635957284448,2.0037779793103323,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,900,3,1,0,0,0,0,0,0,0,0,0,0,0,0
46,26.577819667756668,56.04988931853556,1.7217330103780597,2.7048121570572383,2.531535814217029,0.6802639891836051,1.314924608327554,0.5169479491859923,0.2212120151983795,0.4465398580176666,2.1035994970458645,0,1.0338273012449692,0,0,3.999486893489927,0,0,0,0,0,0,0,0.0974079203614794,0,0,0,0,0,780,2,900,3,1,0,0,0,0,0,0,0,0,0,0,0,0
47,30.973767955293862,53.94277258495476,1.6136980715821991,3.3273071683460267,2.874602212354133,0,0.6470183984802723,0.7631042085494134,0.2176980229768355,0,1.656146755794502,0,0,0,0,3.9359543325605975,0,0,0,0,0,0,0,0.047930289107403,0,0,0,0,0,780,2,900,3,1,0,0,0,0,0,0,0,0,0,0,0,0
48,30.060190871330366,51.93126059102705,1.801906837154981,2.97230201438068,1.711932104857952,0.2491793524472684,0.5351714230387042,0.7574280413208355,0.1620590464206097,0.5452222197653609,6.164354648392977,0,0,0,1.0605064663475874,1.9533388411699395,0,0,0,0,0,0,0,0.0951475423456817,0,0,0,0,0,780,2,1160,1,0,1,0,0,0,0,0,0,0,0,0,0,0
49,29.2224475498993,55.51189575913115,1.6719832261218517,2.6907209079927457,1.9371902170938688,0,1.5260866260039607,0,0.2750744598106729,0.2221067605536538,2.0926403831689653,0,0.8227531002345131,0,0,3.978650782634948,0,0,0,0,0,0,0,0.0484502273543978,0,0,0,0,0,780,2,1160,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50,26.577819667756668,56.04988931853556,1.7217330103780597,2.7048121570572383,2.531535814217029,0.6802639891836051,1.314924608327554,0.5169479491859923,0.2212120151983795,0.4465398580176666,2.1035994970458645,0,1.0338273012449692,0,0,3.999486893489927,0,0,0,0,0,0,0,0.0974079203614794,0,0,0,0,0,780,2,1160,1,0,1,0,0,0,0,0,0,0,0,0,0,0
51,30.973767955293862,53.94277258495476,1.6136980715821991,3.3273071683460267,2.874602212354133,0,0.6470183984802723,0.7631042085494134,0.2176980229768355,0,1.656146755794502,0,0,0,0,3.9359543325605975,0,0,0,0,0,0,0,0.047930289107403,0,0,0,0,0,780,2,1160,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52,25.54201160151909,52.91490936016551,1.3788604268375972,3.249248074104584,2.4328751547229595,0.3268761493799743,2.316743938050694,0.3726008382332233,0,0,6.469173279694283,0,0,0,0,4.996701177292075,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,900,3,1,0,0,0,0,0,0,0,0,0,0,0,0
53,26.59331463475169,55.83514352296215,1.968842042377107,3.3829863406641443,3.3123999270799254,0.4254128660005755,1.4253321487481692,0.6465616646862572,0.3320114739299748,0.2234000962017866,1.0524129516597007,0,0,0,0,4.80218233093854,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,900,3,1,0,0,0,0,0,0,0,0,0,0,0,0
54,25.389271591249447,57.59848600655872,1.7361122159100744,4.091102452561471,2.3563183010735886,0.6859452740620028,1.2154141243801508,0,0.1115297434553054,0.3377018813554282,3.6059854203427664,0,0,0,0,2.8230222734387813,0,0,0,0,0,0,0,0.0491107156122965,0,0,0,0,0,780,2,900,3,1,0,0,0,0,0,0,0,0,0,0,0,0
55,23.89199778243798,57.05883017814103,2.0593222651883285,3.9064543901470112,1.1738963948627763,0.5125975662504924,1.4312014064040788,0.2596896350478455,0.1666893182926536,0.4486400340518723,5.0723836613867705,0,0,0,0,4.018297367789167,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,900,3,1,0,0,0,0,0,0,0,0,0,0,0,0
56,31.10941634052152,54.5790007615423,1.7326053305750673,3.912720296399547,2.743485058253292,0.4278498055278362,2.0951110531870194,0.3901592611880172,0.2782611432853675,0,0,0,0,0,2.7313909495200748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,900,3,1,0,0,0,0,0,0,0,0,0,0,0,0
57,30.712199579221465,53.88211549438755,1.71048277223167,3.862761207903746,2.708455206275805,0.4223868578397673,2.068359885051895,0.3851775605857317,0.274708200056809,0,0,0,0,0,0,3.9733532364455946,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,900,3,1,0,0,0,0,0,0,0,0,0,0,0,0
58,25.389271591249447,57.59848600655872,1.7361122159100744,4.091102452561471,2.3563183010735886,0.6859452740620028,1.2154141243801508,0,0.1115297434553054,0.3377018813554282,3.6059854203427664,0,0,0,0,2.8230222734387813,0,0,0,0,0,0,0,0.0491107156122965,0,0,0,0,0,780,2,1160,1,0,1,0,0,0,0,0,0,0,0,0,0,0
59,7.5948426846608434,73.9100180532448,11.503871105599314,4.234562150330572,2.1046738608556748,0.05406082350282,0,0.1478953409670565,0,0,0,0,0.3943614090082288,0.0557145718306894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,2,730,1,0,0,1,1,1,0,0,0,0,0,0,0,0
60,7.5948426846608434,73.9100180532448,11.503871105599314,4.234562150330572,2.1046738608556748,0.05406082350282,0,0.1478953409670565,0,0,0,0,0.3943614090082288,0.0557145718306894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,2.75,710,1,0,0,1,1,1,0,0,0,0,0,0,0,0
61,7.5948426846608434,73.9100180532448,11.503871105599314,4.234562150330572,2.1046738608556748,0.05406082350282,0,0.1478953409670565,0,0,0,0,0.3943614090082288,0.0557145718306894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1.5,725,0.5,0,0,1,1,1,1,0,0,0,0,0,0,0
62,7.5948426846608434,73.9100180532448,11.503871105599314,4.234562150330572,2.1046738608556748,0.05406082350282,0,0.1478953409670565,0,0,0,0,0.3943614090082288,0.0557145718306894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,2.75,740,1,0,0,1,1,1,0,0,0,0,0,0,0,0
63,23.594238340683585,64.88029865671432,4.609623653848735,2.851394711984142,0,0.764938350911766,1.848246190928205,0.2906469532747998,0.3109336169455196,0.376591442483606,0.473088082225319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,870,1,1,0,0,0,0,0,0,0,0,0,0,0,0
64,19.10959937500839,68.96961037670987,3.686788243485584,1.73206514931483,0,0,3.118632515369427,0,1.0702918762024325,1.5250569842530728,0.4789582307064923,0,0,0,0.3089972489498873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,0,1,0,0,0,0,0,0,0,0,0,0,0
65,19.05079564646246,68.37468415728462,3.13752667763961,1.7124647289987278,0,0,3.0833414016737994,0,1.0581802240265452,2.261698669024939,0.7103073551300518,0,0,0,0.6110011397592532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,0,1,0,0,0,0,0,0,0,0,0,0,0
66,19.10837751178113,68.20379143788887,2.7999132995881726,1.703561706375937,0,0,3.067311256475457,0,1.0526787954050012,2.749926917574546,0.706614500997193,0,0,0,0.6078245739137143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,1,1,0,0,0,0,0,0,0,0,0,0,0
67,18.934764967780456,68.04138117267155,2.319642357264926,1.688083695146375,0,0,3.0394426574722035,0,1.0431144959989866,3.0965249660512484,0.9335925732719932,0,0,0,0.9034531143422572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,1,1,0,0,0,0,0,0,0,0,0,0,0
68,18.80236769391691,67.65643044143343,1.9421015399684385,1.676280132774664,0,0,3.018190008041453,0,1.035820742111214,3.8128427442515695,1.158830784857884,0,0,0,0.8971359126444287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,1,0,0,0,0,0,0,0,0,0,0,0,0
69,18.83693105301501,66.78000921015432,2.3076570121574944,1.6793615464094402,0,0,3.0237381808446053,1.4264987436362178,1.037724834449672,3.0805255512122898,0.9287687998375428,0,0,0,0.8987850682834055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,1,1,0,0,0,0,0,0,0,0,0,0,0
70,18.778714481904053,66.02942337568858,2.3005250712818874,1.6741713872156525,0,0,3.014393151745616,2.275344113339673,1.0345176887926473,3.071005017622897,0.9258983887961044,0,0,0,0.8960073236129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,1,1,0,0,0,0,0,0,0,0,0,0,0
71,18.701649845768127,65.03582957382028,2.291084109403972,1.667300873852808,0,0,3.0020225972205044,3.3990097347169725,1.0302722049316613,3.0584021376716217,0.9220986599861172,0,0,0,0.892330262627927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,1,1,0,0,0,0,0,0,0,0,0,0,0
72,18.64426518637115,64.29596957112608,2.2840540835852754,1.662184881758668,0,0,2.992811108091779,4.235725149100972,1.0271108892160026,3.0490176520023544,0.9192692669662452,0,0,0,0.8895922117814611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,1,1,0,0,0,0,0,0,0,0,0,0,0
73,18.78793535888854,64.88216986401343,2.6626985673336856,1.674993452454853,0,0,3.0158733035665466,3.4146920569441583,1.035025666074895,2.70381141136678,0.9263530309470062,0,0,0,0.8964472884100747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,1,1,0,0,0,0,0,0,0,0,0,0,0
74,18.95370580304792,65.36309580404749,3.050421643128277,1.689772320024575,0,0,3.04248307454514,3.444820701105121,1.0441579449072484,2.107743288938298,0.700894848859406,0,0,0,0.60290457139653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,1,1,0,0,0,0,0,0,0,0,0,0,0
75,19.12252162120032,65.76054757002274,3.5369329056390524,1.7048226906307462,0,0,3.0695816944552137,3.475502839526404,1.0534579931184798,1.501070414290146,0.4714250268794971,0,0,0,0.3041372442373955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,0,1,0,0,0,0,0,0,0,0,0,0,0
76,15.3912000925847,67.88215089872878,2.3691436784334523,1.878835110033532,0,0,3.044606399902171,3.44722481477342,1.044886654644277,3.1017856862406363,0.9351786639228744,0,0,0,0.9049880007361644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,1,1,0,0,0,0,0,0,0,0,0,0,0
77,15.373586260875047,67.71296193491365,2.3664324085001858,1.876684953759865,0,0,1.824673274510637,3.4432797788186207,1.043690876694549,3.222165412979587,1.6346897644213612,0.5978830104268567,0,0,0.903952324099623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,1,1,0,0,0,0,0,0,0,0,0,0,0
78,18.127691555262786,65.4483783393667,2.341071110547265,1.6709150963950072,0,0,1.805118064560261,3.4063777975525547,1.0325055349119068,3.0650318624696062,1.6171706271634518,0.5914754371051091,0,0,0.8942645746653364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,1100,1,1,1,0,0,0,0,0,0,0,0,0,0,0
79,23.307052826807617,64.09058543770244,6.231623358506911,0,0,0,4.158021901587756,0,0,1.2451601081614814,0.9675563672338012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,2,800,2,0,1,0,0,0,0,0,0,0,0,0,0,0
80,23.307052826807617,64.09058543770244,6.231623358506911,0,0,0,4.158021901587756,0,0,1.2451601081614814,0.9675563672338012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,2,900,2,0,1,0,0,0,0,1,0,0,0,0,0,0
81,23.307052826807617,64.09058543770244,6.231623358506911,0,0,0,4.158021901587756,0,0,1.2451601081614814,0.9675563672338012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,2,1000,2,0,1,0,0,0,0,1,0,0,0,0,0,0
82,23.44639922652006,59.59117710559736,3.710663680478494,0,4.181944089581874,0,0,1.2628033367871545,0.9738679464975144,0.9709408213368836,2.2587624603902663,0,1.1766881100558992,0,0.9909150991692915,0,1.4358381235851985,0,0,0,0,0,0,0,0,0,0,0,0,400,2,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,24.204277834297205,59.58567396157311,3.7048185288522086,0,4.59289221880651,0,0,1.2608141301078934,0.5039535352296004,0.9574433239250536,2.2552043882485626,0,0,0,0.9893541792093687,0,1.9455678997504948,0,0,0,0,0,0,0,0,0,0,0,0,400,2,1000,1,0,1,0,0,0,0,0,0,0,0,0,0,0
84,24.204277834297205,59.58567396157311,3.7048185288522086,0,4.59289221880651,0,0,1.2608141301078934,0.5039535352296004,0.9574433239250536,2.2552043882485626,0,0,0,0.9893541792093687,0,1.9455678997504948,0,0,0,0,0,0,0,0,0,0,0,0,950,2,1000,1,0,1,0,0,0,0,0,0,0,0,0,0,0
85,24.241805005654268,59.58955398618585,3.710562610982272,0,4.18183018354814,0,0,0.5689398525750184,0.5047348826757845,2.51718541733886,2.25870093716865,0,0,0,0.9908881090407065,0,1.435799014830457,0,0,0,0,0,0,0,0,0,0,0,0,400,2,1000,2,0,1,0,0,0,0,0,0,0,0,0,0,0
86,24.241805005654268,59.58955398618585,3.710562610982272,0,4.18183018354814,0,0,0.5689398525750184,0.5047348826757845,2.51718541733886,2.25870093716865,0,0,0,0.9908881090407065,0,1.435799014830457,0,0,0,0,0,0,0,0,0,0,0,0,950,9,1000,2,0,1,0,0,0,0,0,0,0,0,0,0,0
87,24.21954565076254,59.53483755604755,3.7071554913397136,0,4.595789369298744,0,0,0.5684174395745196,0.5042714240811339,1.676582721802344,2.256626948629308,0,0,0,0.989978253934126,0,1.946795144530017,0,0,0,0,0,0,0,0,0,0,0,0,400,2,1000,2,0,1,0,0,0,0,0,0,0,0,0,0,0
88,24.21954565076254,59.53483755604755,3.7071554913397136,0,4.595789369298744,0,0,0.5684174395745196,0.5042714240811339,1.676582721802344,2.256626948629308,0,0,0,0.989978253934126,0,1.946795144530017,0,0,0,0,0,0,0,0,0,0,0,0,950,6,1000,2,0,1,0,0,0,0,0,0,0,0,0,0,0
89,24.15042110535969,59.364920306523736,3.696574969236961,0,4.582672614116758,0,0,1.3962514181802057,0.5028321925839008,2.149454081427572,2.250186352500168,0,0,0,0.9871527757955736,0,0.9195341842754552,0,0,0,0,0,0,0,0,0,0,0,0,400,2,1000,2,0,1,0,0,0,0,0,0,0,0,0,0,0
90,24.15042110535969,59.364920306523736,3.696574969236961,0,4.582672614116758,0,0,1.3962514181802057,0.5028321925839008,2.149454081427572,2.250186352500168,0,0,0,0.9871527757955736,0,0.9195341842754552,0,0,0,0,0,0,0,0,0,0,0,0,950,5,1000,2,0,1,0,0,0,0,0,0,0,0,0,0,0
91,24.298907524404903,59.72991950859825,3.719302986173788,0,4.191680647917948,0,0,0,0.5059238054105136,1.9223731397552963,2.2640213954673065,0,0,0,0.9932221846927912,0,2.374648807579223,0,0,0,0,0,0,0,0,0,0,0,0,400,2,1000,2,0,1,0,0,0,0,0,0,0,0,0,0,0
92,24.298907524404903,59.72991950859825,3.719302986173788,0,4.191680647917948,0,0,0,0.5059238054105136,1.9223731397552963,2.2640213954673065,0,0,0,0.9932221846927912,0,2.374648807579223,0,0,0,0,0,0,0,0,0,0,0,0,950,9,1000,2,0,1,0,0,0,0,0,0,0,0,0,0,0
93,26.57774440953543,61.46013979400836,3.9396686147584057,1.867415896192166,0,0.187863069706201,2.4208814742552884,0.4282841521375639,1.0385360259565053,1.4798081299122536,0,0,0,0,0.5996584335378319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,5,800,1,1,0,0,0,0,0,0,0,0,0,0,0,0
94,26.57774440953543,61.46013979400836,3.9396686147584057,1.867415896192166,0,0.187863069706201,2.4208814742552884,0.4282841521375639,1.0385360259565053,1.4798081299122536,0,0,0,0,0.5996584335378319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,24,800,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95,26.57774440953543,61.46013979400836,3.9396686147584057,1.867415896192166,0,0.187863069706201,2.4208814742552884,0.4282841521375639,1.0385360259565053,1.4798081299122536,0,0,0,0,0.5996584335378319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,5,1000,1,0,1,0,0,0,0,0,0,0,0,0,0,0
96,26.57774440953543,61.46013979400836,3.9396686147584057,1.867415896192166,0,0.187863069706201,2.4208814742552884,0.4282841521375639,1.0385360259565053,1.4798081299122536,0,0,0,0,0.5996584335378319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,24,1000,1,0,1,0,0,0,0,0,0,0,0,0,0,0
97,25.17102429055468,56.95855698460267,3.7100851414727423,1.79997122266427,6.427629748169098,0.1810780983293807,2.3334475175165603,0.4128159937712407,1.001027657649038,1.4263625228520531,0,0,0,0,0.5780008224182751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,5,870,1,1,0,0,0,0,0,0,0,0,0,0,0,0
98,25.17102429055468,56.95855698460267,3.7100851414727423,1.79997122266427,6.427629748169098,0.1810780983293807,2.3334475175165603,0.4128159937712407,1.001027657649038,1.4263625228520531,0,0,0,0,0.5780008224182751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,24,870,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99,25.17102429055468,56.95855698460267,3.7100851414727423,1.79997122266427,6.427629748169098,0.1810780983293807,2.3334475175165603,0.4128159937712407,1.001027657649038,1.4263625228520531,0,0,0,0,0.5780008224182751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,5,1035,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100,25.17102429055468,56.95855698460267,3.7100851414727423,1.79997122266427,6.427629748169098,0.1810780983293807,2.3334475175165603,0.4128159937712407,1.001027657649038,1.4263625228520531,0,0,0,0,0.5780008224182751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,24,1035,1,0,1,0,0,0,0,0,0,0,0,0,0,0
101,23.312726929170275,52.78824938844436,4.769465344125607,1.5947398233560115,10.001542999720884,0,2.411954465833773,0,1.159334925417606,0.4680480420800328,1.7639377237834937,0.3225775371739983,0,0,0.568997324844007,0.8384254960499641,0,0,0,0,0,0,0,0,0,0,0,0,0,640,4,710,4,0,1,0,0,0,0,0,0,0,0,0,0,0
102,7.184751736128238,72.94217298849173,10.424967591482286,5.548563725098772,2.024794608559107,1.0652453678755611,0,0.809503982364294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,4,730,1,0,0,1,1,0,0,0,0,0,0,0,0,0
103,19.81124437732557,68.6529992762944,3.363681266665238,3.990358199578361,0,0,0,0,1.118913945034459,2.1331658411570285,0,0,0.9296370939449452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,870,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0
104,19.77770754303208,68.5367822322446,3.357987165925892,3.224821677555704,0,0,0,0,1.1170198271866043,2.129554779278588,0,0,1.856126774776517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,870,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0
105,19.719290490136483,68.33434639258809,3.34806874067525,1.8913509298656008,0,0,0,0,1.1137205061612423,2.1232647522916626,0,0,3.4699581882816672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,870,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0
106,19.636433668938505,68.04721807407361,3.3340007734153008,0,0,0,0,0,1.1090408580324376,2.114343185462238,0,0,5.758963440077893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,2,870,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0
107,25.57874324786526,50.71945886004625,6.923967162997927,2.2646335077908577,4.195633924315319,8.571854696615015,0,1.7457086003693771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,3,790,2,0,0,0,1,0,0,0,0,0,0,0,0,0
108,26.997334339246887,49.61929818333781,6.896591650237034,2.2902469906766627,4.087030616630391,8.573905775740494,0,1.5355924441307405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,3,790,2,0,0,0,1,0,0,0,0,0,0,0,0,0
109,28.29693674499473,48.38815324611496,6.739704287105454,2.252511493464665,4.24590655655276,8.53978331284266,0,1.5370043589247824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,3,790,2,0,0,0,1,0,0,0,0,0,0,0,0,0
110,29.61019155489865,47.192128360567146,6.68980035146503,2.201826458922993,4.134866108881482,8.487921036141614,0,1.6832661291230806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,3,790,2,0,0,0,1,0,0,0,0,0,0,0,0,0
111,30.97174973408715,46.14623090205152,6.713543150355153,2.099898322865444,4.073973882538154,8.431506421732646,0,1.5630975863699543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,3,790,2,0,0,0,1,0,0,0,0,0,0,0,0,0
112,27.910541731679945,37.826503517560425,0,3.373025649448413,5.828200706249486,16.96641208836331,0,0,1.1034463879992336,2.2274232843338537,0,0,0,0,0,0,4.764446634365334,0,0,0,0,0,0,0,0,0,0,0,0,700,4,780,2,0,0,0,0,0,0,0,0,0,0,0,0,0
113,27.910541731679945,37.826503517560425,0,3.373025649448413,5.828200706249486,16.96641208836331,0,0,1.1034463879992336,2.2274232843338537,0,0,0,0,0,0,4.764446634365334,0,0,0,0,0,0,0,0,0,0,0,0,700,4,800,2,0,0,0,0,0,0,0,0,0,0,0,0,0
114,27.910541731679945,37.826503517560425,0,3.373025649448413,5.828200706249486,16.96641208836331,0,0,1.1034463879992336,2.2274232843338537,0,0,0,0,0,0,4.764446634365334,0,0,0,0,0,0,0,0,0,0,0,0,700,4,820,2,0,0,0,0,0,0,0,0,0,0,0,0,0
115,27.910541731679945,37.826503517560425,0,3.373025649448413,5.828200706249486,16.96641208836331,0,0,1.1034463879992336,2.2274232843338537,0,0,0,0,0,0,4.764446634365334,0,0,0,0,0,0,0,0,0,0,0,0,700,4,840,2,0,0,0,0,0,0,0,0,0,0,0,0,0
116,28.07709359673737,38.05222735946997,0,3.393153661229874,5.862979597569002,15.360890888713264,0,0,2.220062069212404,2.2407150901986275,0,0,0,0,0,0,4.792877736869499,0,0,0,0,0,0,0,0,0,0,0,0,700,4,780,2,0,0,0,0,0,0,0,0,0,0,0,0,0
117,28.07709359673737,38.05222735946997,0,3.393153661229874,5.862979597569002,15.360890888713264,0,0,2.220062069212404,2.2407150901986275,0,0,0,0,0,0,4.792877736869499,0,0,0,0,0,0,0,0,0,0,0,0,700,4,840,2,0,0,0,0,0,0,0,0,0,0,0,0,0
118,28.24564513984309,38.28066131820398,0,3.413523336731528,5.898176056025885,13.73609325827756,0,0,3.350084216125172,2.254166481982182,0,0,0,0,0,0,4.821650192810603,0,0,0,0,0,0,0,0,0,0,0,0,700,4,780,2,0,0,0,0,0,0,0,0,0,0,0,0,0
119,28.24564513984309,38.28066131820398,0,3.413523336731528,5.898176056025885,13.73609325827756,0,0,3.350084216125172,2.254166481982182,0,0,0,0,0,0,4.821650192810603,0,0,0,0,0,0,0,0,0,0,0,0,700,4,840,2,0,0,0,0,0,0,0,0,0,0,0,0,0
